cur_kal_20m_20190308,0,1196,152815364,0
cur_kal_20m_20200214,0,1053,2115242144,4
cur_kal_20m_20191113,0,1048,2452429776,0
cur_kal_20m_20201209,0,1241,2334201745,0
cur_kal_20m_20210219,0,1183,1485184773,0
cur_kal_20m_20211130,0,1098,1554741984,0
cur_kal_20m_20220513,7,1239,3078547801,0
cur_kal_40m_20190224,0,488,474113132,0
cur_kal_40m_20191113,0,1024,2774918142,0
cur_kal_40m_20200214,0,900,1880939255,0
cur_kal_40m_20201214,0,1086,1788425099,0
cur_kal_40m_20210214,1,1066,2302691948,0
cur_kal_40m_20211127,0,1263,2304999987,0
cur_kal_40m_20220513,0,834,2882492082,0
cur_kal_10m_20190309,4,1345,211696194,0
cur_kal_10m_20191113,0,1204,2569259537,0
cur_kal_10m_20200214,0,1106,2593772312,0
cur_kal_10m_20201209,0,1825,3435731772,0
cur_kal_10m_20210219,0,1507,2369097047,0
cur_kal_10m_20211130,0,1883,2613322068,0
cur_kal_10m_20220513,13,1303,3359544783,0
cur_kal_05m_20190309,0,494,96483930,0
cur_kal_05m_20200214,1,809,1933553032,0
cur_kal_05m_20191113,0,914,2361085727,0
cur_kal_05m_20201209,0,1401,2191987066,0
cur_kal_05m_20210219,0,1057,1476104316,0
cur_kal_05m_20211130,0,1265,0,0
cur_kal_05m_20220513,166,799,0,0
cur_kal_60m_20190224,0,512,486005970,0
cur_kal_60m_20200214,0,949,1742197967,0
cur_kal_60m_20191113,0,708,1724458941,0
cur_kal_60m_20201214,0,1017,1792483259,0
cur_kal_60m_20210214,5,1093,2350130168,0
cur_kal_60m_20211127,0,1123,2339061050,0
cur_kal_60m_20220513,25,909,2912481245,0
cur_sna_20m_20190310,19,1121,160303137,0
cur_sna_20m_20200303,0,940,2418370428,8
cur_sna_20m_20191111,1,929,2306391123,0
cur_sna_20m_20201202,0,1356,1803778982,0
cur_sna_20m_20210305,1,1132,1814847842,0
cur_sna_20m_20211124,0,1171,1899331833,0
cur_sna_20m_20220515,36,930,2729655785,0
cur_sna_10m_20200303,0,1164,2264724527,0
cur_sna_10m_20190305,0,1048,497144324,0
cur_sna_10m_20191111,2,864,2184576448,0
cur_sna_10m_20201202,0,1249,1841847771,0
cur_sna_10m_20210305,0,1339,1926288909,0
cur_sna_10m_20211124,0,1768,2386386295,0
cur_sna_10m_20220515,294,813,0,0
cur_sna_05m_20190307,28,951,461622914,0
cur_sna_05m_20200303,27,699,1773904410,0
cur_sna_05m_20191110,0,612,1435729804,0
cur_sna_05m_20201202,12,1187,1274339412,0
cur_sna_05m_20210305,50,1399,1830862145,0
cur_sna_05m_20211124,0,1428,1827988429,0
cur_sna_05m_20220515,496,622,0,0
cur_sna_40m_20200216,9,807,1840389227,0
cur_sna_40m_20190222,0,645,614496081,0
cur_sna_40m_20191110,24,918,2040173398,0
cur_sna_40m_20201205,2,1107,1965464099,0
cur_sna_40m_20210307,2,900,1561565958,0
cur_sna_40m_20211204,188,1197,1595467050,0
cur_sna_40m_20220515,1,758,2485055653,0
cur_sna_60m_20200216,48,804,1664870398,0
cur_sna_60m_20191111,0,838,1592021299,0
cur_sna_60m_20190222,0,497,448097829,0
cur_sna_60m_20201205,0,757,58853016,0
cur_sna_60m_20201227,0,1140,1963480670,0
cur_sna_60m_20210307,0,752,1741429519,0
cur_sna_60m_20211204,5,1082,2104889142,0
cur_sna_60m_20220515,4,741,2494613756,0
cur_sea_10m_20200221,79,833,1786920352,0
cur_sea_10m_20191112,0,985,2110638828,0
cur_sea_10m_20190319,1,1270,136493647,0
cur_sea_10m_20201210,0,1228,2120000139,0
cur_sea_10m_20210302,0,1662,2404151450,0
cur_sea_10m_20211125,0,1882,2433963167,0
cur_sea_10m_20220512,0,1084,3018777535,0
cur_sea_20m_20200221,0,883,2122163294,0
cur_sea_20m_20191112,0,1020,2271806999,0
cur_sea_20m_20201210,0,990,1665525678,0
cur_sea_20m_20210302,0,1244,1984907022,0
cur_sea_20m_20211125,0,1117,1866598055,0
cur_sea_20m_20220512,0,1040,2929288617,0
cur_sea_40m_20200221,0,929,1889672144,0
cur_sea_40m_20190220,0,483,483216905,0
cur_sea_40m_20191112,1,869,1668588841,0
cur_sea_40m_20201223,0,945,2076333873,0
cur_sea_40m_20210228,0,1249,1878031591,0
cur_sea_40m_20211215,0,1299,2003067936,0
cur_sea_40m_20220512,0,853,2271650006,0
cur_sea_60m_20191112,0,819,1857337523,0
cur_sea_60m_20200221,0,829,1794808889,0
cur_sea_60m_20190219,0,504,453290873,0
cur_sea_60m_20201223,13,991,2184487623,0
cur_sea_60m_20210228,0,1269,1958167849,0
cur_sea_60m_20211215,0,1219,2875172063,0
cur_sea_60m_20220512,22,731,2399475603,0
cur_dir_05m_20200227,0,816,2014832068,0
cur_dir_05m_20201219,0,761,1593231867,0
cur_dir_05m_20201130,0,1737,2347392789,0
cur_dir_05m_20210221,0,1199,2349171020,0
cur_dir_05m_20211202,0,1215,1836658062,0
cur_dir_05m_20220517,616,736,0,0
cur_dir_10m_20200227,0,1006,2357795266,0
cur_dir_10m_20201219,0,577,1123457405,0
cur_dir_10m_20201130,3,1716,2954528436,0
cur_dir_10m_20210221,0,1402,2055766679,0
cur_dir_10m_20211202,0,1310,2055105993,0
cur_dir_10m_20220517,103,920,2604771180,0
cur_dir_20m_20200227,0,1131,2580258627,0
cur_dir_20m_20201219,0,626,1273999173,0
cur_dir_20m_20201130,0,1438,1993099907,0
cur_dir_20m_20210221,0,1201,1780481595,0
cur_dir_20m_20211202,0,1120,1781812068,0
cur_dir_20m_20220517,66,1062,3100145444,0
cur_dir_40m_20200227,1,1199,2814272639,0
cur_dir_40m_20201219,0,1131,1466628849,0
cur_dir_40m_20210221,5,1726,3113326160,0
cur_dir_40m_20211128,0,1369,2047053554,0
cur_dir_40m_20220517,0,935,3080298819,0
cur_dir_60m_20200227,0,952,2088728556,0
cur_dir_60m_20201219,0,1472,1920836601,0
cur_dir_60m_20210213,12,1441,2275773298,0
cur_dir_60m_20211128,0,1588,2309269847,0
cur_dir_60m_20220517,14,1038,3540421731,0
cur_wat_05m_20200225,8,861,2157376617,0
cur_wat_05m_20210218,14,954,1518778795,0
cur_wat_05m_20210218_temp,0,0,0,0
cur_wat_05m_20201201,0,1180,1967420896,0
cur_wat_05m_20211126,0,1469,2383776425,0
cur_wat_05m_20220516,356,818,0,0
cur_wat_10m_20200225,1,864,2169758693,0
cur_wat_10m_20201201,0,1390,2208293694,0
cur_wat_10m_20210218,0,1135,1770002203,0
cur_wat_10m_20211126,0,1489,2210551078,0
cur_wat_10m_20220516,345,922,0,0
cur_wat_20m_20200225,0,915,2145546161,0
cur_wat_20m_20201201,0,1203,1700104142,0
