cur_dir_05m_20210221,2021,0,1199,2349171020,,,,
cur_dir_05m_20211202,2021,0,1215,1836658062,,,,
cur_dir_10m_20210221,2021,0,1402,2055766679,,,,
cur_dir_10m_20211202,2021,0,1310,2055105993,,,,
cur_dir_20m_20210221,2021,0,1201,1780481595,,,,
cur_dir_20m_20211202,2021,0,1120,1781812068,,,,
cur_dir_40m_20210221,2021,5,1726,3113326160,,,,
cur_dir_40m_20211128,2021,0,1369,2047053554,,,,
cur_dir_60m_20210213,2021,12,1441,2275773298,,,,
cur_dir_60m_20211128,2021,0,1588,2309269847,,,,
cur_wat_05m_20210218,2021,14,954,1518778795,,,,
cur_wat_05m_20210218_temp,2021,0,0,0,,,,
cur_wat_05m_20211126,2021,0,1469,2383776425,,,,
cur_wat_10m_20210218,2021,0,1135,1770002203,,,,
cur_wat_10m_20211126,2021,0,1489,2210551078,,,,
cur_wat_20m_20210218,2021,0,1003,1271907912,,,,
cur_wat_20m_20211126,2021,0,1193,1839763898,,,,
cur_hul_05m_20210223,2021,0,1090,2226028897,,,,
cur_hul_05m_20211203,2021,0,1073,1133285114,,,,
cur_hul_10m_20210223,2021,0,1336,2664341354,,,,
cur_hul_10m_20211203,2021,0,1290,1949390950,,,,
cur_hul_20m_20210223,2021,0,1555,2379346124,,,,
cur_hul_20m_20211203,2021,0,1088,1556171249,,,,
cur_est_05m_20210216,2021,0,974,1562805825,,,,
cur_est_05m_20211129,2021,0,1095,1171640849,,,,
cur_est_10m_20210216,2021,0,1278,2240519784,,,,
cur_est_10m_20211129,2021,0,1421,1811967121,,,,
cur_est_20m_20210216,2021,0,1182,1841911868,,,,
cur_est_20m_20211129,2021,0,1196,1464619595,,,,
cur_cas_05m_20210225,2021,0,1122,1546038803,,,,
cur_cas_10m_20210225,2021,0,973,1539569766,,,,
cur_cas_20m_20210225,2021,0,1069,1684061002,,,,
cur_seb_10m_20210302,2021,0,895,1508793220,,,,
cur_seb_20m_20210302,2021,0,720,1232547707,,,,
cur_kal_20m_20220513,2022,7,1239,3078547801,,,,
cur_kal_40m_20220513,2022,0,834,2882492082,,,,
cur_kal_10m_20220513,2022,13,1303,3359544783,,,,
cur_kal_05m_20220513,2022,166,799,0,,,,
cur_kal_60m_20220513,2022,25,909,2912481245,,,,
cur_sna_20m_20220515,2022,36,930,2729655785,,,,
cur_sna_10m_20220515,2022,294,813,0,,,,
cur_sna_05m_20220515,2022,496,622,0,,,,
cur_sna_40m_20220515,2022,1,758,2485055653,,,,
cur_sna_60m_20220515,2022,4,741,2494613756,,,,
cur_sea_10m_20220512,2022,0,1084,3018777535,,,,
cur_sea_20m_20220512,2022,0,1040,2929288617,,,,
cur_sea_40m_20220512,2022,0,853,2271650006,,,,
cur_sea_60m_20220512,2022,22,731,2399475603,,,,
cur_dir_05m_20220517,2022,616,736,0,,,,
cur_dir_10m_20220517,2022,103,920,2604771180,,,,
cur_dir_20m_20220517,2022,66,1062,3100145444,,,,
cur_dir_40m_20220517,2022,0,935,3080298819,,,,
cur_dir_60m_20220517,2022,14,1038,3540421731,,,,
cur_wat_05m_20220516,2022,356,818,0,,,,
cur_wat_10m_20220516,2022,345,922,0,,,,
cur_wat_20m_20220516,2022,577,946,0,,,,
cur_wat_40m_20220516,2022,299,943,0,,,,
cur_wat_60m_20220516,2022,39,841,2743236629,,,,
cur_hul_05m_20220519,2022,420,608,0,,,,
cur_hul_10m_20220519,2022,26,956,2888237889,,,,
cur_hul_20m_20220519,2022,8,1253,3776510011,,,,
cur_hul_40m_20220519,2022,130,934,2702434062,,,,
cur_hul_60m_20220519,2022,306,1036,0,,,,
cur_est_05m_20220511,2022,350,799,0,,,,
cur_est_10m_20220511,2022,6,897,2508575913,,,,
cur_est_20m_20220511,2022,1,1095,2476513543,,,,
cur_est_40m_20220511,2022,0,827,2114251457,,,,
cur_est_60m_20220511,2022,0,963,2298657542,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,$0.00 ,$0.04 ,"$2,160.00 "
